"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
240954					CONF							0	0	0	0	false		0	0												0	0	0	0																							
241009					CONF							0	0	0	0	false		0	0												0	0	0	0																							
241157	578				CONF	269						10800	0	0	0	false		0	0		193		150	1550		1097			335		0	0	0	0							424	Life Insurance Proceeds						Capital infusion by bank holding company									
241559					CONF							0	0	0	0	false		0	0												0	0	0	0																							
241607					CONF							0	0	0	0	false		0	0												0	0	0	0																							
242257					CONF							9200	0	0	0	false		0	0												0	0	0	0														Holding Company Borrowings and Capital Injection into the Bank									
242444	482	0	246	0	CONF	145	508	0	167	578	0	0	0	0	0	false	206	0	0	56	472	75	305	2841	307	2312	253	409	138	313	0	0	0	0					80	0	75	ATM Surcharge	Non Accretable Income		OCC Assessment	IT Professional Fee											
242949					CONF							0	0	0	0	false		0	0												0	0	0	0																							
242958					CONF							0	0	0	0	true		0	0												0	0	0	0																							
242976					CONF	1443			262	275		0	0	0	0	false		0	0		221			731		381					0	0	0	0								OTHER INCOME			OUTSIDE SERVICE FEES	CONVERSION EXPENSE											
243375					CONF							0	0	0	0	false		0	0												0	0	0	0																							
243414					CONF							0	0	0	0	false		0	0												0	0	0	0														Upstream to Holding Company									
243955					CONF							0	0	0	0	false		0	0												0	0	0	0																							
244037					CONF							125	0	0	0	false		0	0												0	0	0	0														Capital contribution									
244149	2734				CONF			688	1106			0	0	0	0	false		0	0				404					893		707	0	0	0	0				-64				Exchange	Affliate Receivable	Other Income	LOAN FEES												
244158					CONF							0	0	0	0	false		0	0												0	0	0	0																							
244251					CONF							0	0	0	0	false		0	0												0	0	0	0																							
245016			244	242	CONF	543	10961		594	250	231	0	0	0	0	false	49	0	0												0	0	0	0								Trade and Finance Commission Income	Correspondent Banking Transaction		Audit & Professional Services	Travel Expense	Corporate Insurance Expense										
245276	0	0	0	0	CONF	0	11591	0	0	8875	7360	0	1634	0	0	false	0	0	0	0	0	0	0	19098	0	9572	0	0	0	0	0	0	0	0					0	0	0		Merchant Business fee			Visa/MC merchant expenses	Electronic banking expenses		Paid in capital								
245351					CONF							0	0	0	0	false		0	0												0	0	0	0																							
245557					CONF							0	0	0	0	false		0	0												0	0	0	0																							
246022	2	0	55	24	CONF	401	0	0	0	0	0	0	0	0	0	false	23	0	0	2	0	14	0	286	36	271	95	58	0	76	0	0	0	0					0	0	0	Service Release Premiums															
246134					CONF							0	0	0	0	false		0	0					679					454		0	0	0	0																							
246451					CONF							0	0	0	0	false		0	0												0	0	0	0																							
246657					CONF						453	0	0	0	0	false		0	0					1243		853					0	0	0	0													Correspondent Service Charges	Holding Company contributed capital to bank									
246947					CONF							0	0	0	0	false		0	0												0	0	0	0																							
246956					CONF							0	0	0	0	false		0	0												0	0	0	0																LOAN LOSS RESERVE OF ACQUIRED INSTITUTION							
247140					CONF							0	0	0	0	false		0	0												0	0	0	0																							
247355					CONF							0	0	0	0	false		0	0												0	0	0	0																							
247476					CONF							0	0	0	0	false		0	0												0	0	0	0																			Mathematical mistakes				
247551					CONF							4251	0	0	0	false		0	0												0	0	0	0														Capital Contributions									
247908					CONF							0	0	0	0	false		0	0												0	0	0	0																							
248240	927				CONF							0	0	0	0	false		0	0					993		1136					0	0	0	0				-68																			
248352					CONF							0	0	0	0	false		0	0												0	0	0	0																							
248455					CONF							0	0	0	0	false		0	0												0	0	0	0																							
248633					CONF							0	0	0	0	false		0	0												0	0	0	0																							
248745					CONF							0	0	0	0	false		0	0												0	0	0	0																							
249416					CONF							0	0	0	0	false		0	0												0	0	0	0																							
249612	2072				CONF	3647	1817					0	0	0	0	false		0	0		3970	841		11982							0	0	0	0		0						Unrealized G\(L) on Swaps	Cross Currency Unrealized G\(L) on swaps														
249658					CONF							2000	0	0	0	true		0	0												0	0	0	0														Received capital injectiion from Holding Company FFC				Received $2mm capital injection from holding company, First Flo Inc.					
250430					CONF							0	0	0	0	false		0	0												0	0	0	0																							
250476					CONF							0	0	0	0	false		0	0												0	0	0	0																	Backdate prior years charge offs						
250850					CONF							0	0	0	0	false		0	0												0	0	0	0																							
251352					CONF	1127			409			0	0	0	0	false		0	0		126			1015		364		306	269	271	0	0	0	0								BOLI surrender benefit claim			Third Party Network Vendor Support												
251558					CONF							0	0	0	0	false		0	0												0	0	0	0																							
251745					CONF							0	0	0	0	false		0	0												0	0	0	0																							
251978					CONF							5000	0	0	0	false		0	0												0	0	0	0														Contributed Capital Equity from Holding Company									
252041					CONF							0	0	0	0	false		0	0												0	0	0	0																							
252452					CONF							1601	0	0	0	false		0	0												0	0	0	0														capital injection									
252658					CONF							0	0	0	0	false		0	0												0	0	0	0																							
253356	753	0	0	1170	CONF	735	431	0	828	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0					0	0	0	Credit Card Income	Insurance Proceeds		Trust Processing												
253468					CONF	7019	6991					0	0	0	0	false		0	0					1500							0	0	0	0								SWAP MTM ADJUSTMENT	MINORITY INVESTMENT INCOME														
253646	24				CONF							0	0	0	0	false	34	0	0	10	61	18	15		41	206		12	63	78	0	0	0	0											Acquisition Fees					Merger							
253730					CONF							0	0	0	0	false		0	0												0	0	0	0																							
253776					CONF							0	0	0	0	false		0	0												0	0	0	0																							
254317					CONF							0	0	0	0	false		0	0												0	0	0	0																							
254504					CONF							0	0	0	0	false		0	0												0	0	0	0																							
254849					CONF							0	0	0	0	false		0	0												0	0	0	0																							
255350					CONF							0	0	0	0	false		0	0												0	0	0	0																							
255547	19		28	4	CONF				9			0	0	0	0	false	8	0	0			2	3	125	7	61	24		9		0	0	0	0											Call report fees												
255556					CONF							0	0	0	0	false		0	0												0	0	0	0																							
255574					CONF							0	0	0	0	false		0	0												0	0	0	0																							
255659	2062				CONF	383	313		1850			0	0	0	0	false		0	0			133		4014		134		1814			0	0	0	0								Cash management service charge	Ops Center fees		Software maintenance expense												
256058					CONF							0	0	0	0	false		0	0												0	0	0	0																							
256076					CONF							0	0	0	0	false		0	0												0	0	0	0																							
256179					CONF							0	0	0	0	false		0	0												0	0	0	0																							
256553	0	0	0	0	CONF	1090	0	0	1527	0	0	0	0	0	0	false	0	0	0	0	815	0	0	1900	0	2509	0	0	998	0	0	0	0	0					0	0	0	Secondary Loan Fees			DBI Management Fee												
257233					CONF							0	0	0	0	false		0	0												0	0	0	0																							
257345					CONF							0	0	0	0	false		0	0												0	0	0	0																							
257578					CONF							0	0	0	0	false		0	0												0	0	0	0																							
257653					CONF							0	0	0	0	false		0	0												0	0	0	0																							
257756					CONF							0	0	0	0	false		0	0												0	0	0	0																							
258146					CONF							0	0	0	0	false		0	0												0	0	0	0																							
258306					CONF							0	0	0	0	true		0	0												0	0	0	0				0														RI-5.I, OTHER NON-INTEREST INCOME INCLUDES A $1.270M BOLI MORTALITY CLAIM.					
258379					CONF							0	0	0	0	false		0	0												0	0	0	0																							
258445					CONF							0	0	0	0	false		0	0												0	0	0	0																							
258539					CONF							0	0	0	0	false		0	0												0	0	0	0																							
258771					CONF		-11580					25000	0	0	0	false		0	0		980		2551	8539							0	0	0	0		0							Gain (loss) on deriviative	Subsidiary allocation income				capital contribution from holding company to bank									
258874					CONF							0	0	0	0	false		0	0												0	0	0	0																							
259059					CONF							0	0	0	0	false		0	0												0	0	0	0																							
259330					CONF							0	0	0	0	false		0	0		222		278	807						359	0	0	0	0							320																
259442					CONF							0	0	0	0	false		0	0												0	0	0	0																							
259956					CONF							0	0	0	0	false		0	0												0	0	0	0														Retained earnings of an unconsolidated subsidiary									
260055	1743	0	0	0	CONF	0	0	0	2508	3060	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	9230	0	1935	2457	0	0	0	0	0					0	0	0				Donations	Outside Services											
260831					CONF							500	0	0	0	false		0	0												0	0	0	0														Capital contribution									
261146	3035				CONF		513		998			0	0	0	0	false		0	0												0	0	0	0							1169		Misc Income		COMPUTER/SOFTWARE LIC												
261360					CONF							0	0	0	0	false		0	0												0	0	0	0																							
261940					CONF							0	0	0	0	false		0	0												0	0	0	0																							
262059					CONF							0	0	0	0	false		0	0												0	0	0	0																							
262237					CONF							0	0	0	0	false		0	0												0	0	0	0														Parent Company investment in subsidiary, sale of treasury stock to Directors and Officers					0				
262358					CONF							5000	0	0	0	false		0	0												0	0	0	0														New minority equity									
262741					CONF							3561	0	0	0	false		0	0												0	0	0	0														Proceeds of a new stock issue by the parent holding company were pushed down to the bank.									
262844					CONF							0	0	0	0	false		0	0												0	0	0	0																							
262956					CONF							0	0	0	0	false		0	0												0	0	0	0																							
263243					CONF							0	0	0	0	false		0	0					398		978			465		0	0	0	0																							
263627					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
264455					CONF							0	0	0	0	false		0	0												0	0	0	0																							
264772	116489	0	0	0	CONF	25443	273222	0	21388	0	0	42744	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	23484	0	0	0	0	0	0		0			0	0	0	Services provided to HoldCo.	Loan Origination and Transaction Fees		Software			HoldCo Forgiveness of Applicable Tax Payment									
265340					CONF							0	0	0	0	false		0	0												0	0	0	0																							
265407					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
265452					CONF							0	0	0	0	false		0	0												0	0	0	0																							
265676					CONF							0	0	0	0	false		0	0												0	0	0	0																							
266066					CONF							0	0	0	0	false		0	0												0	0	0	0																							
266244					CONF							0	0	0	0	false		0	0												0	0	0	0														HoCo loan with Shareholder Hawkins Addl Investment in Bank									
266253					CONF							0	0	0	0	false		0	0												0	0	0	0																							
266655					CONF							0	0	0	0	false		0	0												0	0	0	0																							
266851					CONF							0	0	0	0	false		0	0												0	0	0	0																							
266945					CONF							0	0	0	0	false		0	0												0	0	0	0																							
267652					CONF							0	0	0	0	false		0	0												0	0	0	0																							
268006					CONF	1377	1180		703	851		0	0	0	0	false		0	0		296			1599		520					0	0	0	0								Mastermoney Debit card income	MCDE Fees		Master Money Debit Card Expense	Contribution Expense											
268136					CONF							0	0	0	0	false		0	0												0	0	0	0																							
268677	351	0	0	0	CONF	121	0	0	-1220	0	0	3000	0	0	0	false	0	0	0	0	0	0	0	2025	0	500	0	318	442	0	0	0	0	0					0	0	592	Correspondent Bank fees			Charge off reserve reversal			Down streaming capital									
268828			104		CONF				161	450		0	0	0	0	false		0	0												0	0	0	0										0	Misc Other Operating Exp	Capital Stock Tax											
268976					CONF							0	0	0	0	false		0	0												0	0	0	0																							
269049					CONF							0	0	0	0	false		0	0												0	0	0	0																							
269058					CONF							0	0	0	0	false		0	0							127		185			0	0	0	0																							
269571					CONF							0	0	0	0	false		0	0												0	0	0	0																							
269759					CONF							0	0	0	0	false		0	0												0	0	0	0																							
270148					CONF							0	0	0	0	false		0	0												0	0	0	0																							
270353					CONF							0	0	0	0	false		0	0												0	0	0	0																							
270504					CONF							0	0	0	0	false		0	0												0	0	0	0																							
270531					CONF							0	0	0	0	false		0	0												0	0	0	0																							
270652					CONF							0	0	0	0	false		0	0												0	0	0	0																							
271136					CONF							0	0	0	0	false		0	0												0	0	0	0																							
271275	121		116	9	CONF	5			37	44		0	0	0	0	false	45	0	0		89	22	28	847	53	589	103	104	299	24	0	0	0	0								Miscellaneous Income			Travel and Meetings	Insurance Expense											
271341					CONF							0	0	0	0	false		0	0												0	0	0	0																							
271529					CONF							0	0	0	0	false		0	0												0	0	0	0																							
272030					CONF							0	0	0	0	false		0	0												0	0	0	0																							
272058					CONF							0	0	0	0	false		0	0												0	0	0	0																							
272151					CONF							0	0	0	0	false		0	0												0	0	0	0																							
272272					CONF							0	0	0	0	false		0	0												0	0	0	0		121																					
272302	947				CONF				2059			0	0	0	0	false		0	0		1560			1939		624	711				0	0	0	0								PPP FEE INCOME	Contribution Expense		Depreciation Expense LIHTC	Contribution Expense											
273336					CONF	198						0	0	0	0	false		0	0		485			1040		984		1063			0	0	0	0				-191				Interest Rate SWAP fees															
273550					CONF							0	0	0	0	false		0	0												0	0	0	0																							
273653					CONF							0	0	0	0	false		0	0												0	0	0	0																							
273662					CONF							0	0	0	0	false		0	0												0	0	0	0																							
273840					CONF							0	0	0	0	false		0	0												0	0	0	0																							
273859					CONF							0	0	0	0	false		0	0												0	0	0	0																							
274025					CONF							0	0	0	0	false		0	0												0	0	0	0																							
274052					CONF							0	0	0	0	false		0	0												0	0	0	0																							
274548					CONF							0	0	0	0	false		0	0												0	0	0	0																							
274829					CONF	149			210			0	0	-152	0	false		0	0		154			431		551		203	242		0	0	0	0								Plexus Fund III			Bank Franchise					Unfunded ALLL Calculation							
274856					CONF							0	0	0	0	false		0	0												0	0	0	0																							
275255	92	21	24	0	CONF	17	28	0	73	0	0	0	0	0	0	false	26	0	0	0	0	0	0	130	32	99	0	0	50	23	0	0	0	0					0	0	0	Misc Income	Secondary RES/REM Origination Fee		Network Communication Expense												
275358					CONF							0	0	0	0	false		0	0												0	0	0	0																							
275479					CONF							0	0	0	0	false		0	0												0	0	0	0																							
275657					CONF							0	0	0	0	false		0	0												0	0	0	0																							
276074					CONF							0	0	0	0	false		0	0												0	0	0	0																			OCI Pension and Net periodic Pension Cost Pension	Other Comprehensive Loss Pension			
276159					CONF							0	0	0	0	false		0	0												0	0	0	0																							
276551					CONF							0	0	0	0	false		0	0												0	0	0	0																							
276579	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	24769	0	47866	0	0	18372	0	0	0	0	0					0	0	0																
276645					CONF							0	0	0	0	false		0	0												0	0	0	0																							
276654	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0					0	0	0																
276850					CONF							0	0	0	0	false		0	0												0	0	0	0																							
276953					CONF							0	0	0	0	false		0	0												0	0	0	0																							
277240					CONF							0	0	0	0	false		0	0												0	0	0	0																							
277277	69	19	76	113	CONF							0	0	0	0	true	13	0	0		38			251	39	35	116	118	16	21	0	0	0	0	-7	0	-7	0		10												for the accounting adjustments due to CECL, there was a $7K adjustment, which was a reallocation of funds within the ALLL.					
277679	1		8	2	CONF	1			3			0	0	0	0	false	1	0	0		2			8	1		2	3		2	0	0	0	0								FHLB stock div			penalty on early payoff of FHLB advance												
277736					CONF							0	0	0	0	false		0	0												0	0	0	0																							
277820					CONF							0	0	0	0	false		0	0												0	0	0	0																							
278256					CONF							0	0	0	0	false		0	0												0	0	0	0																							
278555					CONF							0	0	0	0	false		0	0												0	0	0	0														Additional investment from holding company to the Bank									
278733					CONF							3007	0	0	0	false		0	0												0	0	0	0														CAPITAL CONTRIBUTION FROM HOLDING COMPANY									
278751					CONF							0	0	0	0	false		0	0												0	0	0	0																							
278818	384		182	232	CONF	676			776	665		0	0	0	0	false	60	0	0		462		257	1479	199	1761	314	555		261	0	0	0	0						21		MERCHANT DISCOUNTS			STATE TAXES	DONATIONS	0	0	0								
278872					CONF							183	-2187	0	0	false		0	0												0	0	0	0														Surplus & Shares Acquired by ESOP	Dividend paid by the Bank to The Parent Company								
279105	510		425		CONF				567	500		0	0	0	0	false		0	0		243			920		1724			635	350	0	0	0	0											Electronic Banking Services	Software											
279842					CONF							0	0	0	0	false		0	0												0	0	0	0																							
279954					CONF	294			319	324		8700	0	0	0	false		0	0		136			580		763		361			0	0	0	0								SECONDARY MARKET FEES			VISA CREDIT CARD EXPENSE	SAAS/WEB/LICENSES		CAPITAL CONTRIBUTION FROM PARENT HOLDING CO									
280110	61989	0	0	0	CONF	165484	128388	105015	58223	54745	44218	34452	0	-2300	0	true	0	0	0	0	60277	0	0	150056	0	0	0	0	0	0	5497	1317	0	0					0	0	0	Cards and payments income	Letter of credit and loan fees	Syndication fees	Other professional fees (excluding legal, accounting and advisory fees)	Operating lease expense	Cards and merchant service expense	Stock compensation		Provision for credit losses from discontinued operations		Line 1.k. Operating lease revenue $55,217			Government-guaranteed education lending		
280138					CONF							0	0	0	0	false		0	0												0	0	0	0																							
280352					CONF							0	0	0	0	false		0	0												0	0	0	0																							
280558					CONF							0	0	0	0	false		0	0												0	0	0	0																							
282075	0	0	0	0	CONF	0	0	0	409	380	0	0	0	0	0	false	0	0	0	0	506	0	771	1554	0	0	0	0	0	0	0	0	0	0					0	0	0				Correspondent Bank Fees	Contributions Expense											
282226					CONF							0	0	0	0	false		0	0												0	0	0	0																							
282824					CONF							0	0	0	0	false		0	0												0	0	0	0																							
283157					CONF							0	0	0	0	false		0	0												0	0	0	0																							
283438					CONF		520	785	394	209		0	0	0	0	false		0	0				880						176		0	0	0	0								=	JP MORGAN REFERRAL INCOME	MORTGAGE FEES	CHECK CARD SERVICES	MORTGAGE DIVISION EXPENSE											
283652					CONF							0	0	0	0	false		0	0												0	0	0	0																							
283737					CONF							0	0	0	0	false		0	0												0	0	0	0																							
283867					CONF							0	0	0	0	false		0	0												0	0	0	0																							
284154					CONF							1500	0	0	0	false		0	0												0	0	0	0														Capital Injection									
284239					CONF							0	0	0	0	false		0	0												0	0	0	0																							
284556					CONF							0	0	0	0	false		0	0												0	0	0	0														Capital Injection									
284752					CONF							0	0	0	0	false		-33	0												0	0	0	0																			MN tax 2021				
284958					CONF							0	0	0	0	false		0	0												0	0	0	0																							
285151	27		105	65	CONF				10	75		0	0	0	0	false	81	0	0			2		223	31		69		92	14	0	0	0	0											Debit Card and Other Fraud	Freight and Express											
285348					CONF							0	0	0	0	false		0	0												0	0	0	0																							
285544	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0					0	0	0																
285553	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
285740	44		163	54	CONF	27	14	1	182	60	40	0	0	0	0	true	80	0	0		231	38	89	567	82	1098	126	86	403	28	0	0	0	0					21	10	178	OTHER SERVICE CHARGES	ANNUAL FEES	MISCELLANEOUS INCOME	BUSINESS PROMOTION	DONATIONS	TRUST EXPENSE					CONTINUATION OF RI-E 2. Q. Software 136					
285777					CONF							0	0	0	0	false		0	0												0	0	0	0																							
285852					CONF							1400	0	0	0	false		0	0												0	0	0	0														Iflux of Capital from Holding Company									
285928					CONF							0	0	0	0	false		0	0												0	0	0	0																							
286251					CONF							0	0	0	0	false		0	0												0	0	0	0																							
286840					CONF							0	0	0	0	false		0	0												0	0	0	0																				0			
287007					CONF							0	0	0	0	false		0	0												0	0	0	0																							
287342					CONF							0	0	0	0	false		0	0					110							0	0	0	0																Bank acquired Loan Loss Reserve of American Savings Bank #9104							
287922					CONF							0	0	0	0	false		0	0												0	0	0	0																							
287959					CONF							0	0	0	0	false		0	0												0	0	0	0														Transfer QZAB Bond Inc to Sub S Shareholders									
288152					CONF							0	0	0	0	false		0	0												0	0	0	0																							
288376	99				CONF							0	0	0	0	false		0	0		192			422		254					0	0	0	0																							
288853	6672	0	0	0	CONF	8386	0	0	0	11182	7303	0	0	0	0	false	0	0	0	0	4105	0	0	0	0	19549	0	0	7279	0	0	0	0	0					0	0	0	Merchant Discount Income				Computer Software	Merchant Interchange Expense										
289056					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
289225					CONF							0	0	0	0	false		0	0												0	0	0	0																							
289515					CONF							338	0	0	0	false		0	0												0	0	0	0														Income tax adjustment with Parent for tax year 2021									
289702					CONF							0	0	0	0	false		0	0												0	0	0	0																							
289739					CONF							0	0	0	0	false		0	0												0	0	0	0																							
289757					CONF							0	0	0	0	false		0	0												0	0	0	0																							
290249					CONF							0	0	0	0	false		0	0					1325		1266					0	0	0	0																							
290838					CONF							11971	0	0	0	false		0	0												0	0	0	0														Surplus injection from Holding Co capital raise									
290922					CONF							0	0	0	0	false		0	0												0	0	0	0																							
291059					CONF							0	0	0	0	false		0	0												0	0	0	0																							
291330					CONF							0	0	0	0	false		0	0												0	0	0	0																							
291376					CONF							0	0	0	0	false		0	0												0	0	0	0																							
291611					CONF							0	0	0	0	false		0	0												0	0	0	0																							
291732					CONF							0	0	0	0	false		0	0												0	0	0	0																							
292234					CONF							0	0	0	0	false		0	0												0	0	0	0														SURPLUS ADJ ON ESOP VALUATION									
292467	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	288	134	0	0	0	0	200	0	0	0	0	0					0	0	0																
292850					CONF							0	0	0	0	false		0	0												0	0	0	0																							
292908	600	0	0	0	CONF	595	0	0	705	627	0	0	0	0	0	false	0	0	0	0	325	0	0	0	0	1138	0	0	0	0	0	0	0	0					0	0	0	Loan fess			Loan Expense	Software License Fees											
293053					CONF							0	0	0	0	false		0	0												0	0	0	0																							
293352					CONF							0	0	0	0	false		0	0												0	0	0	0																							
293437					CONF							0	0	0	0	false		0	0												0	0	0	0																							
293651					CONF							0	0	0	0	false		0	0												0	0	0	0																							
293754					CONF							0	0	0	0	false		0	0												0	0	0	0																							
294023					CONF							7500	0	0	0	false		0	0												0	0	0	0														Dividend from holding company to bank									
294564					CONF	895			11755			0	0	0	0	false		0	0		308			3632		2001					0	0	0	0								SYNDICATION INCOME			Management Fees					Allowance associated with sale of bank branches							
294751	164		44	687	CONF	153	361		1243	53		0	0	0	0	false	302	0	0	32	124	12	1791	1323	88	4267	474	18	2262	684	0	0	0	0					43	20	46	Check Cashing Fees	Internet Banking Fees		Retail Banking Expense	Correspondent Banking Charges											
294779	0	0	0	0	CONF	0	0	0	499	578	0	0	0	0	0	false	0	0	0	0	303	0	282	962	0	2310	0	0	965	0	0	0	0	0					0	0	0				State and local taxes	Deposit related expenses											
294827					CONF							0	0	0	0	false		0	0												0	0	0	0																							
295011	68		130	36	CONF				141			0	0	0	0	false	49	0	0	14	500	36	31	382	64	461	62	63	191	66	0	0	0	0					14						Franchise Tax												
295057					CONF							0	0	0	0	false		0	0												0	0	0	0																							
295646					CONF							0	0	0	0	false		0	0												0	0	0	0																							
296456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
296474					CONF							0	0	0	0	false		0	0												0	0	0	0																							
296559					CONF							0	0	0	0	false		0	0												0	0	0	0																							
296755					CONF							0	0	0	0	false		0	0												0	0	0	0																							
296858					CONF							0	0	0	0	false		0	0												0	0	0	0																							
297051					CONF							0	0	0	0	false		0	0												0	0	0	0																							
297631					CONF				199	111	101	0	0	0	0	true		0	0					104		232			139		0	0	0	0											Shared IT	Shared Loan Operations	Shared DP					Additional explanaiton ove $100m: Shared digital services- $113m					
297761					CONF							0	0	0	0	false		0	0												0	0	0	0																							
298049					CONF							0	0	0	0	false		0	0												0	0	0	0																							
298218					CONF							0	0	0	0	false		0	0												0	0	0	0																							
298245					CONF							0	0	0	0	false		0	0					472		302	122				0	0	0	0																							
299868	0	203	147	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0					0	290	0																
300009					CONF							0	0	0	0	false		0	0												0	0	0	0																							
300063					CONF							117	0	0	0	false		0	0												0	0	0	0														ISO & NSO STOCK OPTION AMORTIZED									
300157					CONF							0	0	0	0	false		0	0												0	0	0	0																			Credit to Undivided Profits-Adj related to 2015.  Per Tax Acc.	Debit to Fed Inc Tax Deferred-Adj. related to 2015 Per Tax Acc.			
300353					CONF							0	0	0	0	false		0	0												0	0	0	0																							
300456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
300933	136				CONF							0	0	0	0	false		0	0		226		496	396			112		255		0	0	0	0																							
300942	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0					0	0	0																
300960					CONF							5000	0	0	0	false		0	0												0	0	0	0														Capital contribution from holding company									
301574					CONF							95	0	0	0	false		0	0												0	0	0	0														expense for ESOP, employee SOP									
301800	358		205	185	CONF	294	614	209	448	15		0	0	0	0	false	162	0	0			25		2210	271	1703	237	226	1006	306	0	0	0	0							179	BOLI	Tax Return Fees	Settlement Fees	Mortgage Fees	Contributions								External Auditors Identified Correction of an Error			
302030					CONF							0	0	0	0	false		0	0												0	0	0	0																							
302133					CONF							625	0	0	0	false		0	0												0	0	0	0														Capital Infusion									
302553					CONF							4000	1038	0	0	false		0	0												0	0	0	0														PLAINS BANCSHARES INC CAPITAL SUPLUS	STOCKHOLDER CAPITAL TRANSFER								
302656	1046	0	132	0	CONF	667	0	0	893	669	0	0	0	0	0	false	154	0	0	0	227	0	0	2837	272	1613	114	279	918	388	0	0	0	0					163	429	119	Mortgage Secondary Market Fees			Corporate Fees	Aquisition Costs											
303653					CONF							0	0	0	0	false		0	0												0	0	0	0																							
303701					CONF							0	0	0	0	false		0	0												0	0	0	0																							
303747					CONF							0	0	0	0	false		0	0												0	0	0	0																							
303952					CONF							0	0	0	0	false		0	0												0	0	0	0																							
304173					CONF							0	0	0	0	false		0	0												0	0	0	0																							
304520					CONF							0	0	0	0	false		0	0												0	0	0	0																							
304575					CONF							0	0	0	0	false		0	0												0	0	0	0																							
304762					CONF							0	0	0	0	false		0	0												0	0	0	0																							
304913	0	0	0	0	CONF	1349	0	0	4142	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	'Intercompany service fees			Intercompany expenses												
305059					CONF							7700	0	0	0	true		0	0												0	0	0	0														Additional Paid in Capital from Holding Company ECIP Funds				We converted to a C-Corp on May 23, 2022; therefore had to book $540,117.00 into Deferred Tax Liability and begin accruing for Federal Income Tax Payable.					
305077					CONF							0	0	0	0	false		0	0												0	0	0	0																							
305237					CONF							0	0	0	0	false		0	0												0	0	0	0																							
305442					CONF							0	0	0	0	false		0	0												0	0	0	0																							
306056					CONF							0	0	0	0	false		0	0												0	0	0	0																Reserve for unfunded committments							
306140	4	0	9	91	CONF	0	0	0	0	0	0	0	0	-288	0	false	4	0	0	0	0	3	0	90	2	0	37	0	0	0	0	0	0	0					0	0	0									Purchasing Bank acquried ALLL with Sale							
306159	131				CONF				151			0	0	0	0	false		0	0					238		217		121			0	0	0	0											SOFTWARE MAINTENANCE												
306337					CONF							0	0	0	0	false		0	0												0	0	0	0																							
306908					CONF							0	0	0	0	false		0	0												0	0	0	0																							
307062					CONF							0	0	0	0	false		0	0												0	0	0	0																							
307334					CONF							0	0	0	0	false		0	0												0	0	0	0																							
307361					CONF							0	0	0	0	false		0	0												0	0	0	0																							
307679					CONF							0	0	0	0	false		0	0												0	0	0	0																							
307932					CONF							19	0	0	0	false		0	0												0	0	0	0														SURPLUS TRANSACTIONS YTD CHANGES									
308256					CONF							0	0	0	0	false		0	0												0	0	0	0																							
308340					CONF							0	0	0	0	false		0	0												0	0	0	0																							
308836					CONF							100	0	0	0	false		0	0												0	0	0	0														Additional Capital									
309150					CONF							0	0	0	0	false		0	0												0	0	0	0																							
309655					CONF							0	0	0	0	false		0	0												0	0	0	0																							
309851					CONF							0	0	0	0	false		0	0												0	0	0	0																							
310754					CONF							-606	0	0	0	false		0	0												0	0	0	0														Subchapter S Distributions									
310950					CONF							0	0	0	0	false		0	0												0	0	0	0																							
