"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
	Allowance for credit losses on other	Allowance for credit losses on other	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	Balance most recently reported for e	Recoveries, Held-to-maturity debt se	Provisions for credit losses, Held-t	Adjustments, Held-to-maturity debt s	Less: charge-offs, Held-to-maturity 	Balance end of current period, Held-	Balance most recently reported for e	Recoveries, Available-for-sale debt 	Provisions for credit losses, Availa	Adjustments, Available-for-sale debt	Less: charge-offs, Available-for-sal	Balance at end of current period, Av	Less: Write-downs arising from trans	Less: Write-downs arising from trans	Provisions for credit losses on othe	
2051127			3062	2000	80	0	2590	1608	0																				
2059990			1342	160	68	0	1166	52	0																				
2068107			5620	7438	803	0	5850	8471	0																				
2078290		0	149140	77700	6932	0	83968	21092	1632					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2107181			27	-8	2	0	41	8	0																				
2107341			920	330	28	0	966	404	0																				
2119773		0	29280	16867	328	0	10952	6029	7162					0	0	-1	4	0	3	0	0	0	0	0	0	0	0	0	
2121196			1101007	813766	117778	0	737551	568088	0	0	202102	0	0																
2122997			0	0	0	0	0	0	0			0	0																
2123930			186	-40	42	0	186	2	0																				
2132594			2170	675	83	0	2207	795	0																				
2132941			20658	4404	505	0	16362	613	0			0	0																
2140348			1114	475	40	0	680	81	0																				
2142155			30415	21612	318	0	13718	5233	0				0																
2163477			0	0	0	0	0	0	0			0	0																
2164111			2324	240	52	0	2032	0	0																				
2182786	0		2523000	1834000	43000	151000	777000	571000	591000	0	11000	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2193616	0		378195	249659	2397	87022	215773	13090	10478			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2209553		0	44400	13233	1192	0	23285	1880	8570					0	0	0	58	4	54	0	0	0	0	0	0	0	0	0	
2218443			2263	200	114	0	2067	93	-25																				
2232757			1647	440	24	0	1189	6	0																				
2233875			1014	122	3	0	906	17	0																				
2236821			10584	2170	77	0	10115	1778	0																				
2239288		0	85415	49374	911	0	39976	7387	2541					0	0	-1	4	0	3	0	0	0	0	0	0	0	0	0	
2253891	0		10460925	7145918	1375257	0	4935791	5293333	2297292	0	454061	0		0	0	0	0	0	0	0	78	192	234	464	40	0	0	0	
2262718			0	0	0	0	0	0	0				0																
2265456		0	2326	200	321	0	1592	220	433			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2297998			9797	4080	259	0	9520	4062	0																				
2298995		0	17492	12781	571	0	9340	6165	965					0	0	-1	4	0	3	0	0	0	0	0	0	0	0	0	
2304636			1255	232	7	0	1018	2	0			0	0																
2305969			2227	138	507	0	1671	89	0																				
2316714			5089	945	0	0	4144	0	0																				
2317672			2416	490	3	0	1931	8	0																				
2325882			0	0	0	0	0	0	0			0	0																
2328137			10389	3663	209	0	6627	110	0			0	0																
2328285			0	0	0	0	0	0	0																				
2329200			1576	0	54	0	1591	69	0				0																
2332910			7233	565	0	0	6668	0	0																				
2333140			1169	250	132	0	1216	429	0																				
2337335			0	0	0	0	0	0	0																				
2339599			5078	750	27	0	4314	13	0																				
2339795		0	14721	7651	280	0	8316	418	-1108					0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	
2339900		0	11036	5155	117	0	4658	3407	4513			0		0	0	-37	39	0	2	0	0	0	0	0	0	0	0	0	
2343167			3804	1432	1	0	2474	103	0																				
2344753			22464	4748	50	0	17784	118	0																				
2349459			6753	1043	36	0	5886	212	0																				
2353595			26182	12668	1712	0	18425	6623	0																				
2354323			3426	1882	91	0	1973	520	0				0																
2354387			6857	2305	12	0	4648	108	0				0																
2354985		216	144176	62774	3623	0	56379	58429	79829			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2356091			3174	467	99	0	2624	16	0																				
2358769			10324	2670	92	0	8141	579	0																				
2362458	0		5909	2593	839	0	4277	130	-1670			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2371816			4653	460	370	0	3982	159	0																				
2372774		0	32246	12743	906	0	13074	2609	8132			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2385514			35820	25151	1240	0	13908	4479	0				0																
2390929			36969	18939	284	0	19333	1587	0				156																
2391588			1153	235	10	0	999	91	0																				
2396592			3276	950	6	0	2471	151	0																				
2396604			1970	320	14	0	1717	81	0																				
2398701			9324	2780	0	0	6544	0	0																				
2434113		0	36361	18614	282	0	17806	2870	2529					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451240			4039	288	53	0	3698	0	0			0	0																
2465881			12641	2813	172	0	10381	725	0																				
2467670			349	11	0	0	338	0	0																				
2471239			27212	9121	1257	0	18838	2004	0																				
2482824			9702	4815	981	0	9623	5717	0																				
2483120			4905	690	241	0	4121	147	0																				
2483438			5699	1600	10	0	4107	18	0																				
2489805	0		96000	30000	0	0	50000	3000	19000			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2490285			987	260	10	0	1189	472	0																				
2497181			15893	3020	29	0	13086	242	0																				
2502656			0	0	0	0	0	0	0			0	0																
2502825		0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2505424			3130	1102	0	0	2028	0	0																				
2505451			3394	500	45	0	2851	2	0																				
2505460			3438	1371	119	0	2779	831	0																				
2506328			264	-160	0	0	424	0	0																				
2508751		0	12275	9554	271	0	7079	5558	929					0	0	-1	6	0	5	0	0	0	0	0	0	0	0	0	
2512347			2611	534	135	0	1983	41	0			0	0																
2515320			5175	1876	16	0	3299	16	0																				
2524797			14807	2984	88	0	15267	3532	0			0	0																
2529176			2002	0	0	0	2002	0	0																				
2531562			1311	173	2	0	1136	0	0																				
2531991	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2533043			778	95	37	0	646	0	0																				
2533119			3314	0	29	0	3285	0	0																				
2536633			841	25	2	0	556	0	258																				
2539960			8031	1200	118	0	6964	251	0																				
2562137			1876	12	24	0	1843	3	0																				
2562164			19262	8308	9	0	11470	525	0			0	0																
2567123		0	0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2568063			3254	1436	205	0	2452	839	0				0																
2576134			27059	21946	3723	0	36682	35292	0																				
2577739			1094	100	4	0	1150	160	0																				
2580243			7989	969	302	0	6800	82	0				0																
2587916			3637	980	25	0	2651	19	0																				
2590037			0	0	0	0	0	0	0				0																
2594240			9251	4370	11	0	5000	130	0																				
2594419			2120	0	96	0	2026	2	0				0																
2596646			15774	4850	1880	0	13133	4089	0																				
2597223			0	0	0	0	0	0	0																				
2598396			3733	321	31	0	3689	308	0			0	0																
2600039			0	0	0	0	0	0	0																				
2602828		0	202	0	21	0	181	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2605566			0	0	0	0	0	0	0			0	0																
2607412			441	-1	0	0	442	0	0																				
2608754			37966	14050	866	0	23889	839	0				0																
2610784			455	50	1	0	404	0	0																				
2614344			1973	527	75	0	1740	369	0																				
2615190			502950	305731	75462	0	530380	408623	0	0	32254	0	11																
2615220			1644	70	64	0	1604	94	0																				
2618780		0	254615	249769	8276	0	195047	207062	8585					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2619714			3794	480	13	0	3502	201	0																				
2621285			672	165	5	0	555	53	0																				
2621940			1542	414	24	0	1381	277	0																				
2624400		0	8928	4947	197	0	4980	698	-498					0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
2625724			14923	9740	237	0	5311	365	0																				
2631172			2826	373	7	0	2512	66	0				0																
2631846			6100	1770	0	0	4345	15	0			0	0																
2634191		0	158243	37637	6155	0	124490	13808	3769					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2634351			17408	3000	1476	0	17200	4268	0																				
2641827			0	0	0	0	0	0	0																				
2642598			2500	345	19	0	2139	3	0				0																
2643595		0	3120	260	39	0	2821	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2649122		0	14219	11697	270	0	9318	6396	-670			0		0	0	-7	9	0	2	0	0	0	0	0	0	0	0	0	
2649177		0	5963	7365	3182	0	4325	8803	-106					0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	
2651899			0	0	0	0	0	0	0																				
2652092		0	109580	45405	162	0	73658	20259	10614			0		0	0	0	0	0	0	0	0	167	0	0	167	0	0	0	
2654911		0	5575	998	3003	0	1842	978	710					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2661861			4453	1332	3	0	3118	0	0				0																
2666400			10713	4136	1797	0	8622	3842	0																				
2667920		0	0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2667939			2486	1350	77	0	2059	1000	0																				
2667957			7199	175	0	0	7024	0	0				0																
2668598			3023	100	48	0	2938	63	0																				
2684552			3372	0	116	0	3662	406	0			0	0																
2686211			7394	-2000	18	0	9525	149	0				0																
2687133			2551	427	8	0	2130	14	0			0	0																
2687487			11080	10441	1920	0	8840	10121	0	0	0																		
2692753			10866	3010	202	0	11184	3530	0			0	0																
2693264		0	16155	7719	1371	0	8237	1308	136					0	0	-1	5	0	4	0	0	0	0	0	0	0	0	0	
2694681			20787	4129	174	0	17483	999	0																				
2694944			1477	339	9	0	1133	4	0																				
2696180			773	165	4	0	614	10	0																				
2697963			2094	114	0	0	2108	128	0			0	0																
2700984			11566	24420	7526	0	14810	35190	0			0	0																
2702764			738	30	93	0	670	55	0																				
2705112			996	298	1	0	701	4	0																				
2705895			35403	9488	152	0	26268	505	0																				
2708122			5455	1622	429	0	4209	805	0																				
2710554			1025	0	3	0	1026	4	0																				
2713920			0	0	0	0	0	0	0																				
2716088			4142	-135	3	0	4282	8	0																				
2716828			1857	250	9	0	1600	2	0			0	0																
2717012			17452	9050	1115	0	13611	6324	0																				
2718596			1586	200	2	0	1446	62	0																				
2719810			0	0	0	0	0	0	0				0																
2723376			0	0	0	0	0	0	0																				
2724766			617	50	0	0	571	4	0																				
2726050			2148	300	419	0	1965	536	0																				
2728661			12572	3073	986	0	10287	1774	0			0	0																
2728746			464	86	0	0	378	0	0																				
2729677			0	0	0	0	0	0	0																				
2730431			857	547	6	0	580	276	0																				
2732565			3046	1020	7	0	2539	520	0																				
2733263			4570	500	73	0	4013	16	0																				
2734729			22930	2564	91	0	20823	548	0			0	0																
2735137			1930	1155	85	0	1918	1228	0																				
2735146			236536	119383	11675	0	152614	47136	0				7207																
2736219			13311	14887	1849	0	13647	17072	0																				
2736291		0	156500	76471	11282	0	45057	21050	44740			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2736451			7190	2300	223	0	5368	701	0				0																
2736714			10163	2337	6	0	8061	241	0																				
2737980			10539	6000	189	0	4533	183	0				0																
2743244			17951	6293	274	0	13937	2553	0			0	0																
2744782			10113	5291	79	0	4988	245	0			0	28																
2745426			6119	2125	1	0	4039	46	0				0																
2745529			0	0	0	0	0	0	0																				
2746245			1749	229	42	0	1703	225	0																				
2746263			20799	9763	2245	0	15196	6405	0			0	0																
2747279			1660	147	30	0	1544	61	0																				
2747466			1317	190	32	0	1209	114	0																				
2747587			10188	3150	280	0	7052	294	0																				
2748502			9415	1525	650	0	7651	411	0																				
2749059			679	419	17	0	734	491	0																				
2753917			1348	499	51	0	992	194	0																				
2754222			30	30	0	0	561	0	-561																				
2754389			4177	2470	28	0	1689	10	0			0	0																
2756730			1719	256	1	0	1487	124	99																				
2756767			1004	135	1	0	882	14	0																				
2756909			3420	100	150	0	3660	490	0																				
2757205			25844	16579	34	0	11775	2190	-354				84																
2758024			6206	315	220	0	6178	507	0			0	0																
2758613			29484	9325	481	0	21840	2162	0																				
2759629			1757	71	297	0	1568	179	0																				
2760232			3970	950	126	0	3186	292	0																				
2764212			29698	7646	300	0	21811	59	0				0																
2765602			2872	784	1	0	2516	429	0																				
2769570			2479	240	54	0	2401	216	0																				
2769954			1034	95	185	0	905	151	0																				
2771694			21162	16900	233	0	10742	6713	0																				
2774707			0	0	0	0	0	0	0																				
2775151			2627	645	56	0	1934	8	0																				
2775179			6678	930	7	0	5842	101	0																				
2775692			950	227	2	0	918	197	0																				
2785477			2777	405	9	0	2523	160	0																				
2785646			7576	2200	111	0	5481	216	0																				
2787770			7157	2548	227	0	4829	447	0				0																
2788656			2369	376	3	0	1990	0	0																				
2791085			2933	875	56	0	1837	43	208																				
2791517			3920	580	45	0	3505	210	0			0	0																
2793593			2111	187	20	0	1960	56	0				0																
2794732			547	0	34	0	605	92	0			0	0																
2796277			124	0	0	0	124	0	0			0	0																
2797162			5001	1450	51	0	4096	596	0				0																
2797210			0	0	0	0	0	0	0																				
2797359			5346	2929	324	0	4741	2648	0			0	0																
2797724		648	120157	61223	1691	0	58234	1929	938			0		0	0	-57	154	0	97	0	0	273	76	0	349	0	0	645	
2800491			2487	73	15	0	2399	0	0																				
2805535			3434	950	0	0	2512	28	0																				
2805928			1340	300	6	0	1055	21	0			0	0																
2806635			6231	1205	33	0	5055	62	0																				
2806840			1845	282	53	0	1525	15	0			0	0																
2806877			2438	1660	110	0	1173	505	0				0																
2807173			350	133	50	0	363	196	0																				
2808602			23026	11142	57	0	12992	1165	0			0	0																
2809373			0	0	0	0	0	0	0																				
2811086			362	-134	9	0	527	40	0																				
2815879			2725	186	5	0	2534	0	0																				
2819167			10679	6982	2376	0	7842	6521	0																				
2819242			2968	510	9	0	2894	445	0																				
2820604			4598	90	242	0	1649	14	2631																				
2823221			2768	400	73	0	2678	383	0																				
2826017			0	0	0	0	0	0	0			0	0																
2826316			9788	248	191	0	9584	235	0				0																
2833882			7979	2700	132	0	5555	408	0																				
2834759			20861	13900	1268	0	11175	5482	0				0																
2835103			3062	569	77	0	2857	441	0																				
2836306			2250	110	226	0	2019	105	0																				
2838207			5941	1500	97	0	5326	982	0																				
2839053			1076	325	13	0	883	145	0																				
2839790			6186	2904	475	0	3547	740	0																				
2845755			2689	800	74	0	2057	242	0																				
2845782			0	0	0	0	0	0	0																				
2847085			590	130	92	0	382	14	0																				
2847142			4695	1862	32	0	2801	0	0																				
2849285			5538	1710	8	0	4148	328	0																				
2849463			2588	980	58	0	1562	12	0																				
2849801			44149	29600	1321	0	16642	3414	0			0	0																
2850722			88470	83271	1049	0	18632	14482	0			0	0																
2850768			1382	0	28	0	1391	37	0			0	0																
2855866			6049	2913	95	0	4147	1106	0																				
2855978			4140	300	0	0	3872	32	0																				
2857600			4911	925	6	0	4003	23	0																				
2858492			6966	950	14	0	7048	1046	0																				
2858960		0	16082	6125	673	0	10238	3592	2638			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2860039			769	0	30	0	739	0	0																				
2860271			2259	665	25	0	1828	259	0																				
2860459			2420	453	27	0	2320	380	0				0																
2861317			2364	317	8	0	2046	7	0																				
2867337			22189	9000	437	0	14915	2163	0				0																
2869162			6419	1595	62	0	4762	0	0																				
2871099			3547	1200	86	0	2738	477	0																				
2871558			2323	400	11	0	1916	4	0																				
2877345			7365	2400	0	0	5380	415	0				0																
2877484			182	0	14	0	168	0	0			0	0																
2877831			1069	170	19	0	949	69	0																				
2877840			8658	3674	71	0	6410	1497	0																				
2880019			6199	5234	241	0	4531	3807	0																				
2881445			0	0	0	0	0	0	0																				
2882983			1869	925	30	0	1893	979	0																				
2883971			2722	1565	6	0	1323	172	0																				
2887399			3223	1855	40	0	2577	1249	0																				
2889227			5202	-499	0	0	5701	0	0																				
2896216			1877	400	97	0	1380	0	0																				
2897633			1290	104	62	0	1200	76	0																				
2901558			404	-30	0	0	434	0	0				0																
2903123			5458	2746	77	0	2885	250	0			0	0																
2905761			570	60	1	0	511	2	0																				
2907019			4850	1695	21	0	3175	41	0																				
2907439			868	-170	15	0	1025	2	0				0																
2909330			0	0	0	0	0	0	0																				
2912750		0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2913702			2713	1185	2	0	2462	936	0				0																
2913887			14108	6244	288	0	8324	748	0				335																
2914268		0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2914727			5184	930	75	0	4699	520	0																				
2915126			1352	0	3	0	1438	89	0																				
2915461			6518	5040	46	0	4931	3499	0																				
2916534			2806	880	69	0	2673	816	0																				
2916963		0	0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2917184			1067	0	17	0	1052	2	0																				
2917317		0	136213	54800	1295	0	59317	26512	47313					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2919423			672	204	1	0	467	0	0																				
2919898			3409	250	90	0	3414	345	0				0																
2920287			1345	100	26	0	1236	17	0																				
2920773			5624	2140	669	0	6671	3856	0																				
2921211			2435	850	34	0	1602	51	0																				
2921622			747	46	47	0	763	109	0																				
2921659			0	0	0	0	0	0	0																				
2925620			3272	763	130	0	2392	13	0																				
2925666		0	285050	191542	9962	0	94777	49333	38102			0		0	0	191	0	0	191	0	0	0	0	0	0	0	0	0	
2929392			7235	900	59	0	7076	800	0																				
2938198		0	21953	13820	741	0	12808	5821	405					0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
2938769			1687	292	24	0	1518	147	0			0	0																
2939001			738	0	126	0	626	14	0																				
2939391			1537	225	15	0	1320	23	0																				
2941068		0	32173	10300	305	0	13972	1689	9285					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2942690		0	508299	248098	3535	0	249989	31722	38399			0		0	0	-5	56	0	51	0	0	0	0	0	0	0	0	0	
2942823			3723	1385	2	0	2937	601	0																				
2943615			3666	1530	21	0	2891	776	0																				
2947556			0	0	0	0	0	0	0																				
2948058			4986	848	110	0	4091	63	0																				
2948423			2520	0	714	0	2057	251	0																				
2949970			279	19	4	0	260	4	0																				
2953418			1906	1020	62	0	2009	1185	0			0	0																
2954059			33639	9441	506	0	23734	42	0				1																
2954497			2482	657	10	0	1815	0	0																				
2957014			5423	625	45	0	4775	22	0																				
2958972			10037	2091	159	0	8147	360	0																				
2960555			957	60	36	0	885	24	0																				
2960788			0	0	0	0	0	0	0																				
2963266			4750	2337	33	0	2391	11	0				0																
2963275			707	20	21	0	667	1	0																				
2963547			3765	817	135	0	3015	202	0																				
2963864			927	215	24	0	711	23	0																				
2967796			1982	73	48	0	1904	43	0			0	0																
2970657		0	9893	8022	724	0	4831	3917	233					0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
2973041			0	0	0	0	0	0	0																				
2973386			0	0	0	0	0	0	0																				
2980209			1806000	1559000	212000	0	1176000	1141000	0	37000	0	0	0																
2986407			14358	4482	414	0	10304	842	0				0																
2989006			5084	570	15	0	5014	515	0																				
2992501			2519	370	33	0	2693	577	0																				
2992547		0	30081	24874	30529	0	39310	52403	-12229	0	23			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2997216			2382	390	22	0	2027	57	0																				
2997748			215	4550	46	0	181	4562	0																				
2998576			42667	33061	393	0	11795	2582	0																				
3005097			506	0	12	0	494	0	0																				
3010000			3618	750	213	0	2965	310	0																				
3010363			1359	161	26	0	1172	0	0																				
3015939			3429	1600	0	0	1831	2	0																				
3016347			1527	221	244	0	1490	428	0			0	0																
3017081			0	0	0	0	0	0	0																				
3019982			5455	1492	9	0	4122	168	0			0	0																
3020447			3115	350	1	0	2769	5	0																				
3022076			4699	1729	144	0	2826	0	0																				
3022610			2000	574	0	0	1426	0	0																				
3025929			1332	240	104	0	974	76	90																				
3027763			3092	978	208	0	2216	310	0																				
3028902		0	6704	9850	253	0	3908	6925	-382			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3029253			0	0	0	0	0	0	0																				
3029589			32004	19438	565	0	13370	1369	0				6																
3032833			387	16	0	0	373	2	0																				
3034257			6308	525	121	0	6019	357	0			0	0																
3034695			6008	600	296	0	5201	89	0																				
3039636			4514	1850	459	0	3731	1526	0																				
3040418			1130	144	0	0	986	0	0				0																
3041358			1021	-159	187	0	1029	36	0																				
3042234			1716	829	21	0	920	54	0			0	0																
3045383			0	0	0	0	0	0	0																				
3047659			3987	2448	1	0	1546	8	0																				
3048487			3335	409	87	0	2981	142	0																				
3049635			2005	275	27	0	1745	42	0																				
3049729		0	792	0	0	0	792	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3052813			9358	6593	518	0	5785	3538	0				0																
3057818			7006	1300	6	0	5754	54	0																				
3058114			0	0	0	0	0	0	0																				
3066025	0		0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3067929			2472	500	5	0	1997	30	0																				
3068579			10570	2520	28	0	8022	0	0				0																
3070545			2925	300	51	0	2668	94	0																				
3075474			3565	1427	122	0	3063	1047	0																				
3076220		0	12993	3789	21	0	9182	39	40					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3076248		0	99037	24475	91	0	93779	150	-19158			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3076453			10255	4552	445	0	5363	105	0																				
3076604			10219	1010	496	0	8938	225	0			0	0																
3089752			0	0	0	0	0	0	0			0	0																
3090833			1962	961	33	0	1052	84	0																				
3102893			669	30	0	0	639	0	0																				
3103591			1018	214	5	0	799	0	0			0	0																
3109043			21009	7606	17	0	13509	123	0				0																
3109146			17479	9545	46	0	11616	3728	0				0																
3110197			6743	6700	133	0	5939	6029	0																				
3116519			1845	496	12	0	1560	686	463																				
3120646			2812	595	29	0	2333	145	0																				
3120897			557	195	0	0	524	162	0				0																
3121072		0	123018	59656	6943	0	33179	38399	61639			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3122994			4087	850	6	0	3462	231	0																				
3125315			1307	549	54	0	1113	409	0																				
3125557			2103	640	6	0	1457	0	0																				
3128923			1497	80	42	0	1542	167	0																				
3131400			2955	-279	310	0	2969	45	0																				
3133570			212	43	0	0	169	0	0				0																
3134399			298	85	0	0	213	0	0																				
3134698			4513	1050	119	0	3872	528	0																				
3138146		0	278954	106480	5907	0	167797	20358	19128			0		0	0	4143	2646	0	6789	0	0	0	0	0	0	0	0	0	
3139321			469	125	0	0	446	102	0			0	0																
3140822			5510	1420	9	0	4112	31	0																				
3141726			10870	1650	156	0	9449	385	0				0																
3145797			7046	4338	57	0	3886	1235	0																				
3146150			15086	3250	496	0	11998	658	0			0	0																
3148613			1579	50	0	0	1529	0	0																				
3150205			3881	925	6	0	2970	20	0																				
3150447	0		30000	10000	2000	0	18000	1000	1000			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3151417			951	896	36	0	796	777	0			0	0																
3153233			4021	-1400	1146	0	4352	77	0																				
3153297			4433	784	33	0	4039	423	0																				
3154780			4179	930	51	0	3469	271	0																				
3158546			12539	4682	13	0	7875	31	0																				
3160978			2168	536	0	0	1673	41	0																				
3165357			5295	755	86	0	4487	33	0																				
3166699			6526	2182	0	0	4344	0	0																				
3174920			6062	1161	89	0	5008	196	0																				
3177426			3347	1700	0	0	2198	551	0																				
3180136			8907	305	219	0	10567	2184	0			0	0																
3184228			11485	4009	158	0	8535	1208	-9																				
3185579			1163	250	0	0	978	65	0																				
3185896			2915	640	13	0	2262	0	0																				
3187395			1717	175	0	0	1542	0	0																				
3187612		0	8296	4008	319	0	5827	837	-1021			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3187630			12928	6612	372	0	7063	1119	0																				
3189063			15188	5025	54	0	10351	242	0																				
3194692			4864	2679	144	0	3972	1931	0			0	0																
3199811			2041	263	39	0	1884	145	0																				
3202702		306	20811	6946	1634	0	13582	3104	1753			0		0	0	0	2	0	2	0	0	0	0	0	0	0	0	276	
3211937			5152	1075	12	0	4214	149	0																				
3212149			53787	19283	723	0	39474	5693	0			0	0																
3212402			26510	13219	439	813	14380	715	0			0	0																
3213333			1896	300	39	0	1596	39	0																				
3213735			0	0	0	0	0	0	0			0	0																
3214059			12558	1702	0	0	11267	411	0			0	0																
3216017		0	12642	7034	174	0	5862	861	433					0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
3216316			3655	490	21	0	3184	40	0																				
3217331			3405	935	143	0	2687	360	0																				
3217957			6247	1330	112	0	4869	64	0																				
3219269			0	0	0	0	0	0	0				0																
3220863			2756	1000	674	0	2279	1197	0																				
3221468		0	105084	56640	446	0	29834	20973	39137					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3223305			4835	1600	73	0	3162	0	0																				
3223408			1296	0	12	0	1298	14	0																				
3223417			2497	424	5	0	2068	0	0				0																
3224302			3044	200	529	0	2905	590	0																				
3224375			4292	914	0	0	3378	0	0																				
3224478			1636	108	522	0	1155	149	0			0	0																
3224580		0	897418	634632	81841	0	439256	521811	263500	0	75000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3228908			65557	63048	17276	0	59885	74652	0																				
3229642			940	48	69	0	823	0	0																				
3229875			0	0	0	0	0	0	0				0																
3232204		0	91178	3210	68	0	24148	478	64230					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3232370			2435	454	94	0	1997	110	0																				
3235410			13021	2816	12	0	10296	103	0			0	0																
3243282			8175	3782	1	0	6598	2206	0																				
3247589			5446	1243	12	0	4205	14	0																				
3248849			12877	3610	1536	0	9584	1853	0				0																
3253834			1011	283	3	0	1016	291	0				0																
3254297			585	49	11	0	566	41	0																				
3262788			1710	560	73	0	1271	194	0																				
3266825			0	0	0	0	0	0	0																				
3267738			3365	2570	20	0	1716	941	0																				
3268173			0	0	0	0	0	0	0				0																
3268249			0	0	0	0	0	0	0																				
3270046			2214	815	14	0	1475	90	0			0	0																
3271799			17766	8302	81	0	9513	130	0																				
3271986			3312	687	79	0	2626	80	0																				
3272956			5604	1267	4	0	4543	210	0																				
3274709			7041	3236	280	0	3936	411	0				0																
3276543			1639	300	191	0	1161	13	0																				
3277241			5453	2781	1	0	3539	868	0																				
3280625			15849	4310	1160	0	10943	564	0																				
3281510			17500	10320	17	0	7400	237	0																				
3282012			1027	156	14	0	873	16	0																				
3282692			1407	0	68	0	1484	145	0																				
3282852			19162	9525	286	0	10401	1050	0																				
3284070	0		3275000	1553000	400000	0	1227000	1208000	1303000			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3284397			103928	159132	13687	0	47506	116397	0				32964																
3284445			2941	1709	42	0	1408	218	0																				
3284490			13846	3226	84	0	13543	3007	0			0	0																
3285246			390	54	3	0	435	102	0			0	0																
3285778			1361	150	50	0	1200	39	0																				
3286999			926	0	10	0	953	37	0																				
3287660			8528	3726	344	0	4458	0	0				0																
3288452			5707	1861	232	0	3837	223	0																				
3290240			4490	1093	5	0	3409	17	0			0	0																
3293540			5127	450	2	0	4675	0	0																				
3296859			1726	100	36	0	1876	286	0																				
3297490			3840	1350	19	0	2480	9	0																				
3302312			2603	255	0	0	2348	0	0			0	0																
3303298	0		2442978	1431089	149954	0	1251717	843006	453224	2726	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3303944			1675	777	0	0	920	22	0																				
