"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
214722														9870		6800	813					92	2165	0			932				
214807														1885000	0	1448000	0	552000	0	0	0	1000	432000	4000	0	0	0				
214843														1935	0	10	0	10	0	0	0	63	1862	0	0	0	0				
215345														4238	0	1829	0	0	0	0	0	206	2203	0	1809	0	0				
215354														102	0	34	0	22	8	0	0	30	38	0	0	0	0	Deferred fee income on PPP loans			
215653														20	0	14	0	0	0	0	0	6	0	0	0	0	0				
215662														10911		7211	0					228	3472	0	6557						
215710														4973	0	467	0	0	0	0	0	251	4255	0	0	0	299				
216164														1557	0	1337	0	0	0	0	0	24	196	0	1335	0	0				
216230														88	0	16	0	0	0	0	0	6	66	0	0	0	0				
216922														85439	0	45674	0	0	0	0	0	420	25839	13506	0	0	21192				
217059														787	0	1	0	0	0	0	0	194	592	0	0	0	0				
218131														2036	0	133	1111	0	0	0	0	22	770	0	0	0	0				
218261														126	0	0	0	0	0	0	0	43	83	0	0	0	0				
218850														53	0	0	0	0	0	0	0	5	48	0	0	0	0				
218878														684		69	0	68				5	591	19							
219044														553	0	249	0	0	0	0	0	39	265	0	249	0	0				
219651														732	0	562	0	0	0	0	0	22	20	128	0	0	0				
219679														23	0	0	2	0	0	0	0	8	13	0	0	0	0				
220059														2477	0	236	0	0	0	0	0	70	2171	0	234	0	0				
220527														16506		14248	0		2007			39	2219	0	5324		4677	Electronic Trans in Process			
220844														1449	0	802	0	0	0	0	0	78	569	0	702	0	0				
220974														2630	0	594	311	594	0	0	0	155	1570	0	0	0	0				
221775														817	0	269	0	248	0	0	0	0	548	0	0	0	0				
222156														1381	0	1258	0	0	63	105	383	26	97	0	707	0	0	ATM Cardholder Settlement	Deferred Income PPP Loans	Deferred Income Mastercard Incentive	
222446														2737	0	1319	0	0	569	0	0	165	1253	0	47	0	0	Remaining Lease Liability			
222558														558	0	507	0	507	0	0	0	16	35	0	0	0	0				
222754														1152		0	0					11	1141	0							
223322														15566	0	7458	0	5438	0	0	0	388	7428	292	0	0	0				
223452														166	0	43	0	0	0	0	0	73	50	0	0	0	0	CARDHOLDERS			
223751														264	0	10	206	0	0	0	0	48	0	0	0	0	0				
223845														284	0	75	7	0	0	0	0	187	15	0	0	0	0				
224954														227	0	0	0	0	0	0	0	18	209	0	0	0	0				
225054														995	0	803	0	0	55	0	0	19	173	0	255	0	0	Unrealized PPP fees			
225157														3628	2347	3439	0	0	0	0	0	99	90	0	1092	0	0				
225559														3140	0	804	0	0	289	469	0	37	2075	224	0	0	0	Mortgage Escrow	EFT Settlement Account		
225942														176	0	137	0	62	0	0	0	18	21	0	59	0	0				
226949														182		119	0		119			3	60	0				Deferred gain on sale			
227151														4369	0	3664	0	0	0	0	0	102	603	0	3649	0	0				
227357														2145	615	1902	0	17	0	0	0	49	194	0	1081	0	125				
227656														178		0	0					43	135	0							
227777														3295	0	1090	767	0	878	0	0	2	1436	0	0	0	0	LIHTC contribuion payable			
228000														6754	0	2477	756	0	0	0	0	0	3356	165	2477	0	0				
228055														84	0	0	0	0	0	0	0	78	6	0	0	0	0				
228158														2228	0	707	0	0	542	0	0	141	1380	0	0	0	0	ATM cardholders			
228279														5062	0	1186	0	0	0	0	0	7	3869	0	1151	0	0				
228345														1444	0	1142	0	0	0	0	0	114	188	0	1119	0	0				
229070														1140	0	1140	0	350	0	0	0	0	0	0	733	0	0	None			
229173														1118	0	526	0	0	256	0	245	1	571	20	0	0	0	Due To/From Parent		Mortgage Escrow	
229342														352	0	161	0	0	0	0	0	37	52	102	142	0	0				
229454														39	0	9	0	0	0	0	0	14	4	12	0	0	0				
229801														461748		367495	0	71422	451	254		1059	76694	16500		4118	281494	Bankers Acceptance	Preferred Stock - Minority Interest		
229913	82711	0	14991	0	0	5158	0	0	65460	2043	0	0	5119									217						Unearned interest			
230423														5738	0	5039	0	0	0	0	0	4	695	0	4800	0	0				
230610														3155	0	0	0	0	0	0	0	23	3132	0	0	0	0				
230759														20183		11137	0		9325			610	8119	317				Inv Payable-LIHTC Partnerships			
231279														117	0	0	0	0	0	0	0	2	115	0	0	0	0				
232847														1341	0	810	22	0	0	0	0	39	470	0	810	0	0				
232856														2990	0	2528	0	0	0	0	0	171	220	71	2528	0	0				
233031	2866000	0	1558000	320000	0	0	0	0	889000	95000	0	0	534000									4000									
233246														373	0	91	124	0	0	0	0	25	133	0	0	0	0				
233358														1182	0	844	0	0	0	0	0	74	264	0	760	0	0				
233442														608	0	0	0	0	0	0	0	37	571	0	0	0	0				
233527														20686	0	1702	0	0	0	0	0	577	17445	962	726	0	0				
233554														21677	0	1249	0	0	0	0	0	711	19226	491	0	0	0				
234355														1449	0	1311	0	0	932	0	0	43	95	0	0	0	0	Mortgage Loan Recourse Reserve			
234506														1713	407	1215	0					3	318	177			675				
234739														8226	0	688	0	0	0	0	0	219	7319	0	171	0	0				
234841														1285	0	0	1201	0	0	0	0	80	4	0	0	0	0				
235174														1047	0	142	1	104	0	0	0	23	881	0	0	0	0				
235231														1050	0	821	120	0	0	0	0	109	0	0	775	0	0				
235316														341	0	256	0	0	0	0	0	9	76	0	0	0	0				
235446														477	278	278	0	0	0	0	0	56	143	0	0	0	0				
235530														3292	0	1324	0	0	392	0	457	23	1945	0	0	0	0	IPAY SETTLEMENT ACCOUNT		DUE TO HOLDING COMPANY	
235558														134	0	0	122	0	0	0	0	12	0	0	0	0	0				
235950														104	0	10	50	0	0	0	0	23	21	0	0	0	0				
236153														20768	0	7325	0	0	0	0	0	1140	12303	0	7325	0	0				
236256														28	0	0	0	0	0	0	0	12	16	0	0	0	0				
236603														3911	0	3792	0	0	0	0	0	39	0	80	3602	0	0				
236706														126517		58849	39357					576	27735	0		42889	10111				
236957														2807	0	27	0	0	0	0	0	743	2037	0	0	0	0				
237066														4741	0	4153	0	0	0	0	0	90	148	350	3382	0	0				
237619														14444		3601	0					22	10821	0	1270						
237954														1212	0	1096	0	0	0	0	0	65	51	0	1096	0	0				
238139														156	0	39	0	0	0	0	0	10	107	0	0	0	0				
238250														7	0	0	0	0	0	0	0	7	0	0	0	0	0				
238737														3259	0	1840	0	0	1731	0	0	27	1354	38	0	0	0	Contingent liabilities			
239556														5646	0	1071	0	0	912	0	0	148	4427	0	0	0	0	Deferred PPP loan fee income			
239613														16545	0	12986	0	5764	0	0	0	24	2952	583	3134	0	3248				
239659														3170	0	690	0	0	162	0	0	92	1741	647	0	0	0	Internet BAnking Settlement			
240954														409	0	124	0	0	104	0	0	7	278	0	0	0	0	Network settlement			
241009														218	0	146	0	28	118	0	0	6	66	0	0	0	0	PPP FEES			
241157														5223		4926	0	661	2236	17		173	119	5	2012			Accrued Bonuses, vacation, and payroll	Other Liabilities		
241559														139	0	84	0	0	0	0	0	38	17	0	0	0	0				
241607														13709	0	6876	0	0	0	0	0	52	4583	2198	5841	0	0				
242257														844	0	1	0	0	0	0	0	30	813	0	0	0	0				
242444														18494	0	17939	0	362	443	14568	0	38	517	0	504	0	0	Reserve for Health   Dental	Right of Use		
242949														216	0	0	0	0	0	0	0	14	202	0	0	0	0				
242958														1464	150	1268	0	0	0	0	0	26	170	0	0	0	0				
242976														10236		7997	0		2417			64	2162	13	2699		1231	Branch Operating Accounts			
243375														68063	0	61009	0	0	15682	43640	0	4	7050	0	0	0	0	Customer Funds Due to Issuing Bank (Pass Through)	Intercompany Payable		
243414														1678	0	255	0	0	0	0	0	19	1404	0	0	0	0	Unamortized deferred fees			
243955														438	0	416	0	407	0	0	0	22	0	0	0	9	0				
244037														533	0	11	0	0	0	0	0	8	514	0	0	0	0				
244149														30005		5605	7485		1149	3200		82	16833	0		168		IBNR Liability	Provision for Contingent Liability		
244158														1239	0	410	0	0	0	0	0	36	793	0	410	0	0				
244251														2389	0	1751	0	0	0	0	0	137	501	0	1751	0	0				
245016	26854	0	9796	0	0	227	156	0	15261	0	0	0	0									1797						Acceptances	IRS Withholdings		
245276														127257	0	85026	0	0	35329	0	0	797	40429	1005	0	0	30325	Acceptances executed and outstanding			
245351														546	0	438	0	0	0	0	0	34	74	0	285	0	0	Unearned Loan Fee PPP Inc			
245557														11477	0	5738	0	0	1724	0	0	192	5547	0	0	0	2168	Pension Withdrawal Liability - UFCW			
246022														15170	0	14207	0	0	0	0	0	15	903	45	0	0	14042				
246134														2657		2398	0					259	0	0	2135						
246237														122	0	0	100	0	0	0	0	4	18	0	0	0	0				
246451														213	0	202	0	0	0	0	0	11	0	0	0	0	0				
246657														5466		4028	0	20				18	1420	0	1574		2434				
246947														1059	0	957	76	104	0	0	0	11	12	3	841	0	0				
246956														391	0	295	0	0	0	0	0	96	0	0	0	0	0	0			
247140														10677	0	8603	0	7671	0	0	0	178	1896	0	0	0	0				
247355														3238	0	2445	0	1121	0	0	0	53	740	0	1324	0	0				
247476														914	0	24	0	0	0	0	0	0	886	4	0	0	0				
247551														874	0	232	0	0	217	0	0	33	609	0	0	0	0	Escrow Payable			
247908														8642	0	3119	752	5	0	0	0	21	4435	315	3113	0	0				
248240														4068		1884	0					142	2042	0	421						
248352														474		0	385					52	37	0							
248455														751	0	505	0	236	215	0	0	42	104	100	0	0	0	CARDHOLDER IN PROCESS			
248633														848	0	0	0	0	0	0	0	556	292	0	0	0	0				
248745														2773	0	854	101	0	722	0	0	141	1677	0	0	0	0	Real estate mortgage Escrow Checks Payable			
249416														2906	0	2746	0	0	1985	0	0	50	80	30	760	0	0	MISC SUSPENSE COLSON SERV UNWIND			
249612														226637		192902	19815	13465	2809			26	10860	3034	22746	1767	152115	Pension Liability			
249658														610	0	233	0	0	0	0	0	5	349	23	0	0	0				
250430														1953	0	1515	0	100	0	0	0	197	241	0	1412	0	0				
250476														131	0	5	0	0	0	0	0	1	125	0	0	0	0				
250850														490	0	53	0	0	0	0	0	172	265	0	0	0	0				
251352														1696		216	0		149			119	1361	0				Self-funding Insurance			
251558														564	0	18	0	0	0	0	0	59	487	0	0	0	0				
251745														2634	0	1905	0	0	0	0	0	50	679	0	1624	0	0				
251978														5774	0	1932	0	0	0	0	0	196	3646	0	1803	0	0				
252041														1125	0	150	34	0	0	0	0	264	677	0	0	0	0				
252452														69	0	0	0	0	0	0	0	14	55	0	0	0	0				
252658														425	0	0	82	0	0	0	0	60	283	0	0	0	0				
253356														4482	0	2193	0	0	0	0	0	147	1699	443	0	0	2193				
253468														11610	0	6140	0	0	3928	0	0	47	5223	200	0	0	0	SERP LIABILITY			
253646														2294		0	0					93	2201	0							
253730														2242	0	0	0	0	0	0	0	23	2219	0	0	0	0				
253776														66	0	0	0	0	0	0	0	9	57	0	0	0	0				
254317														26009	0	3236	21842	0	2188	0	0	931	0	0	0	0	0	Dividends Payable			
254504														4966	0	824	0	0	820	0	0	12	4130	0	0	0	0	Escrow Res & Flood Fees			
254849														5877	0	2350	2106	0	1977	0	0	23	1268	130	0	0	0	MAC Miscellaneous Liabilities			
255350														1600	0	1447	0	0	0	0	0	52	101	0	1447	0	0				
255547														434		375	0					25	34	0							
255556														4441	0	4296	0	296	0	0	0	39	106	0	3758	0	0				
255574														8168	0	1979	0	0	1387	0	0	18	6171	0	0	0	0	LOAN INDEMNIFICATION RESERVES			
255659														29312		17103	0		5457			113	12096	0	10671			MHEG Equity Funds			
255873														1632	0	1382	0	0	859	0	0	63	187	0	0	0	0	Accts Payable-Outstanding Checks (23030)			
256058														2073	0	1883	0	0	74	0	0	168	22	0	1809	0	0	Other Benefits Payable			
256076														114	0	32	0	4	0	0	0	0	82	0	27	0	0				
256179														1560	0	1530	0	0	0	0	0	11	0	19	1493	0	0				
256553														31067	0	24663	0	0	0	0	0	1837	4567	0	15829	0	0				
257233														6554	2438	5192	0	0	0	0	0	198	1164	0	1915	0	0				
257345														357	0	1	0	0	0	0	0	161	195	0	0	0	0				
257578														5523	0	2785	1443	1187	699	0	0	8	1287	0	0	0	0	Moneygram			
257653														78	0	24	0	0	0	0	0	29	25	0	0	0	0				
257756														1208	0	0	0	0	0	0	0	13	1185	10	0	0	0				
258146														176	0	2	101	0	0	0	0	9	64	0	0	0	0				
258306														13728	0	11991	0	0	0	0	0	10	1627	100	11814	0	0				
258379														2358	0	2142	5	0	1677	0	0	7	204	0	220	0	0	Employee Pension Liability			
258445														3314	0	1615	0	0	0	0	0	278	1421	0	1445	0	0				
258539														177	0	34	0	0	0	0	0	48	95	0	0	0	0				
258771														154426		86885	11148					155	52392	3846			49574				
258874														499		58	255					2	184	0							
259059														152	0	0	0	0	0	0	0	10	127	15	0	0	0				
259330														8986		3630	0					122	5234	0		774	2317				
259442														2349	0	1151	0	0	0	0	0	180	1018	0	1121	0	0				
259956														132	0	61	0	0	0	0	0	24	47	0	0	0	0				
260055														55898	0	46095	0	0	0	0	0	15	9788	0	18168	0	18638				
260831														270	0	29	0	0	0	0	0	23	218	0	0	0	0				
260868														21292	0	9959	0	1366	0	0	0	292	10965	76	369	2476	4720				
261146														8759		7287	0		5112	1974		41	1431	0		117		Salaries & Bonuses Payable	Mortgage Loan Loss Reserve		
261360														6840	0	5360	0	0	0	0	0	227	1253	0	5360	0	0				
261940														7524	0	5641	0	0	1381	0	0	224	1560	99	3309	0	0	SBA Program Fees			
262059														2513	0	1347	0	0	0	0	0	53	1113	0	1036	0	0				
262237														1366	0	1153	0	0	0	0	0	79	134	0	1145	0	0				
262358														2212	0	134	0	0	116	0	0	44	2034	0	0	0	0	ATM Switch/Cash Clearing			
262741														2538	0	103	0	49	0	0	0	57	2378	0	0	0	0				
262844														2059	0	1358	0	0	0	0	0	262	439	0	1350	0	0				
262956														1549	0	1375	0	0	0	0	0	64	110	0	1285	0	0				
263243														3270		2241	0					233	796	0	1899						
263627														5347	0	4769	0	16	0	0	0	8	570	0	4676	0	0				
264455														4948	0	3535	0	0	0	0	0	40	1373	0	3190	0	0				
264772														218774	0	108190	0	0	83104	0	0	341	109012	1231	0	0	0	Other Short Term Liabilities			
265340														159	0	0	0	0	0	0	0	62	97	0	0	0	0				
265407														24672	0	9401	0	0	0	0	0	5	14854	412	8261	0	0				
265452														186	0	126	34	0	0	0	0	25	1	0	0	0	0				
265676														441	0	112	0	0	0	0	0	79	250	0	0	0	0				
266066														1453	0	668	0	0	0	0	0	43	742	0	660	0	0				
266244														475	0	1	0	0	0	0	0	121	353	0	0	0	0	Pension Benefit Liability			
266253														711	0	655	0	0	0	0	0	18	38	0	641	0	0				
266655														746	0	0	185	0	0	0	0	27	534	0	0	0	0				
266851														744	0	268	198	0	0	0	0	74	204	0	221	0	0				
266945														856	0	91	0	0	0	0	0	300	465	0	0	0	0				
267652														654	0	552	0	0	0	0	0	15	87	0	541	0	0	Deposit account transfer posting in-process			
268006														24006		7586	0		3909			104	16259	57				obligations to purchase LIHTC			
268136														3150	0	2679	0	0	0	0	0	50	421	0	2533	0	0				
268677														18473	0	15543	0	26	541	0	0	11	2733	186	0	0	14976	WTC Loan repayments			
268828														614		0	0					34	580	0							
268976														1178	0	1028	0	0	0	0	0	0	150	0	1010	0	0				
269049														1813	0	0	0	0	0	0	0	229	1584	0	0	0	0				
269058														1083		705	0					17	361	0	645						
269571														417	0	416	0	0	5	0	0	1	0	0	411	0	0	Accrued FDIC Premium			
269759														263	0	253	0	0	0	0	0	10	0	0	253	0	0				
270148														974	0	770	0	228	0	0	0	9	195	0	542	0	0				
270353														662	0	651	0	6	0	0	0	11	0	0	645	0	0				
270504														3396	0	1195	0	0	0	0	0	59	2037	105	0	0	864	Deferred Investment Limited Partnership			
270531														475	0	19	0	0	0	0	0	47	409	0	0	0	0				
270652														191	0	0	0	0	0	0	0	157	34	0	0	0	0				
271136														476	0	102	0	0	0	0	0	7	367	0	0	0	0				
271275														4161		3747	0					0	394	20	3045						
271341														450	0	23	0	23	0	0	0	9	418	0	0	0	0				
271529														6649	0	4218	0	0	0	0	0	35	2396	0	3867	0	0				
272030														520	0	139	0	0	0	0	0	19	362	0	0	0	0				
272058														60	0	0	0	0	0	0	0	60	0	0	0	0	0				
272151														21	0	0	12	0	0	0	0	8	1	0	0	0	0				
272272														14494	0	4140	0	256	0	0	0	661	7514	2179	1184	0	2700				
272302														37110		19461	15906					511	1232	0	17950						
273336														18169		3395	0					44	13416	1314		2621					
273550														3902	0	1114	2407	0	175	0	0	83	68	230	939	0	0	BALANCE DUE TO COMMUNITY HOUSING FUNDS			
273653														170	0	0	0	0	0	0	0	78	92	0	0	0	0				
273662														6074	1800	2755	277	0	0	0	0	393	2649	0	0	955	0				
273840														667	0	221	0	7	196	0	0	13	433	0	0	0	0	Unearned SBA PPP Fees			
273859														15	0	0	0	0	0	0	0	15	0	0	0	0	0				
274025														4	0	0	0	0	0	0	0	2	2	0	0	0	0				
274052														46	0	0	0	0	0	0	0	25	21	0	0	0	0				
274548														723	0	317	0	0	0	0	0	84	312	10	260	0	0				
274829														3820		1920	0					46	1854	0	1920						
274856														198	0	17	0	0	0	0	0	75	106	0	0	0	0	VISA-Cardholder in Process	HandiMart ATM in Process		
275255														316	0	184	0	45	19	13	107	65	67	0	0	0	0	Incoming RBP	Other Liabilities	Deferred Loan Fee	
275358														7578	0	3409	143	742	2305	0	0	465	3561	0	350	0	0	Serp Benefit Obligations			
275479														5793	0	5597	0	0	0	0	0	1	195	0	5537	0	0				
275657														52	0	0	31	0	0	0	0	21	0	0	0	0	0				
276074														1610	0	245	542	0	169	0	0	2	821	0	0	0	0	SERP LIABILITY			
276159														462	0	0	300	0	0	0	0	103	59	0	0	0	0				
276551														327	0	1	0	0	0	0	0	16	310	0	0	0	0				
276579														765107	0	355647	0	0	0	0	0	641	368781	40038	150949	0	0				
276645														1536	0	528	20	0	0	0	0	55	933	0	513	0	0				
276654														173	0	0	0	0	0	0	0	18	155	0	0	0	0				
276850														6826	0	0	0	0	0	0	0	179	6647	0	0	0	0				
276953														198	0	27	109	0	0	0	0	56	6	0	0	0	0				
277240														680	0	169	0	0	0	0	0	178	333	0	128	0	0				
277277														382		27	0					167	188	0			27				
277679														46		43	0		38			1	2	0				Deferred loan fees			
277736														473	0	122	90	0	0	0	0	20	241	0	0	0	0				
277820														6300	0	6168	0	0	0	0	0	99	33	0	2909	0	0				
278256														1121	0	992	0	0	0	0	0	28	101	0	957	0	35				
278555														4996	0	3674	0	0	0	0	0	251	1071	0	1624	0	0				
278733														543	0	478	0	0	345	0	0	52	13	0	0	0	0	Income tax payable - Federal			
278751														181	0	0	0	0	0	0	0	12	169	0	0	0	0				
278818														19474		9466	0					254	9754	0			8790				
278872														3167	0	3087	0	0	1037	0	0	2	78	0	1788	0	0	ESOP Loan			
279105														21702		3473	0					0	18229	0	3473						
279842														1066	0	0	45	0	0	0	0	367	654	0	0	0	0				
279954														2441		878	288		307	278		203	1072	0	221			EMPLOYEE BENEFIT PAYABLE	OTHER LIABILITIES		
280110	2756254	0	1964442	0	0	678714	0	0	626608	164530	0	0	675410									674						Low income housing commitments			
280138														2151	0	0	0	0	0	0	0	47	2104	0	0	0	0				
280352														958	0	762	0	0	256	0	0	5	191	0	506	0	0	LOAN FEE COLLECTED NOT EARNED			
280558														6	0	0	0	0	0	0	0	5	1	0	0	0	0				
282075														4406	0	1531	0	391	0	0	0	25	2850	0	0	506	0				
282226														1045	0	984	0	0	0	0	0	40	20	1	921	0	0				
282824														1155	0	551	0	0	0	0	0	174	430	0	488	0	0				
283157														719	0	590	0	0	0	0	0	11	118	0	590	0	0				
283438														12313		3890	0					174	8249	0	1064						
283652														420	0	407	0	344	0	0	0	12	1	0	0	0	0				
283737														1993	0	919	0	0	193	0	0	697	28	349	570	0	0	Escrow fund balances			
283867														3143	0	2070	0	0	665	0	0	140	871	62	1371	0	0	Good faith deposits and prepaid loan costs			
284154														438	0	38	0	0	0	0	0	49	351	0	0	0	0				
284239														357	0	78	0	0	0	0	0	128	151	0	0	0	0				
284556														1622	0	325	0	0	0	0	0	517	780	0	0	88	0				
284752														430	0	270	0	0	0	0	0	10	150	0	151	0	0				
284958														19	0	0	0	0	0	0	0	11	8	0	0	0	0				
285151														1177		372	0	17				9	796	0	163						
285348														3383	0	934	0	0	0	0	0	30	2419	0	0	0	0				
285544														5782	0	4717	0	0	0	0	0	2	1063	0	0	0	4716				
285553														133	0	8	76	0	0	0	0	26	23	0	0	0	0				
285740														6846	2326	3246	0	654				43	3557	0	266			unposted			
285777														90	0	79	0	27	6	45	0	1	10	0	1	0	0	int on adv @ fhlb	Colson & Loans in process		
285852														1782	0	1208	278	0	551	0	0	81	215	0	657	0	0	ATM Settlement			
285928														1006	0	942	0	0	0	0	0	24	40	0	764	0	0				
286251														27	0	0	0	0	0	0	0	27	0	0	0	0	0				
286840														222	0	7	84	0	0	0	0	117	14	0	0	0	0				
287007														1527	0	0	0	0	0	0	0	13	1479	35	0	0	0				
287342														181		24	14					98	45	0							
287856														30	0	27	0	27	0	0	0	1	2	0	0	0	0				
287922														230	0	0	0	0	0	0	0	3	227	0	0	0	0				
287959														349	0	50	0	0	0	0	0	21	278	0	0	0	0				
288152														87	0	0	0	0	0	0	0	8	79	0	0	0	0				
288376														1896		271	470	46	225			40	1115	0				Deferred PPP loan fees			
288853														136455	0	58215	0	0	0	32818	0	34	72736	5470	0	17087	0		Tax Credit Commit Liab		
289056														716	0	15	0	0	0	0	0	37	664	0	0	0	0				
289225														64	0	9	0	0	0	0	0	38	17	0	0	0	0				
289515														8880	0	1656	0	0	540	598	467	73	5676	1475	0	0	0	Unfunded Pension Liability	ATM Clearing	Master Money Clearing	
289702														21424	0	12903	1639	0	0	0	0	15	6467	400	11406	0	0				
289739														100	0	0	0	0	0	0	0	23	77	0	0	0	0				
289757														3439	0	3233	0	0	0	0	0	158	48	0	3233	0	0				
290249														10885		7614	0	213	1554			24	3247	0	5810			Deferred Income			
290838														221	0	105	20	0	0	0	0	11	85	0	0	0	0				
290922														117	0	41	0	0	0	0	0	72	4	0	0	0	0				
291059														1766	364	1583	0	6	0	0	0	168	15	0	1213	0	0				
291330														510	0	478	17	0	345	0	0	11	4	0	0	0	0	Salary Continuation Plan			
291376														872		870	0					2	0	0	836						
291611														9784	2190	3991	4806	1801	0	0	0	166	821	0	0	0	0				
291732														544	0	0	0	0	0	0	0	113	431	0	0	0	0				
292234														809	0	729	0	0	588	0	0	1	79	0	0	0	0	ATM SUSPENSE			
292467														13	0	0	0	0	0	0	0	13	0	0	0	0	0				
292850														64	0	3	0	0	0	0	0	12	49	0	0	0	0				
292908														19360	0	13278	0	0	0	0	0	67	6015	0	7689	0	4951				
293053														9786	0	6684	64	0	0	0	0	104	2639	295	3410	0	0				
293352														50	0	0	0	0	0	0	0	28	22	0	0	0	0				
293437														3058	0	700	1917	0	0	0	0	208	233	0	697	0	0				
293651														1344	0	1108	0	0	0	0	0	81	155	0	1108	0	0				
293754														168	0	0	0	0	0	0	0	10	158	0	0	0	0				
294023														2115	0	0	0	0	0	0	0	103	2012	0	0	0	0				
294564														18118		8650	0		5411			313	6851	2304				Other Payable			
294751														6955		4216	0					44	2695	0	4216						
294779														9350	0	5019	505	0	0	0	0	124	3337	365	1389	0	2359				
294827														913	0	4	0	0	0	0	0	25	884	0	0	0	0	Unposted G.L. Items			
295011														1756		31	0					375	795	555							
295057														190	0	0	0	0	0	0	0	98	92	0	0	0	0				
295646														61	0	0	0	0	0	0	0	11	50	0	0	0	0				
296456														943	429	429	0	0	0	0	0	388	126	0	0	0	0				
296474														752	0	2	255	0	0	0	0	52	443	0	0	0	0				
296559														672	0	63	23	0	0	0	0	306	280	0	0	0	0				
296755														195	0	0	0	0	0	0	0	31	164	0	0	0	0				
296858														239	0	0	0	0	0	0	0	37	202	0	0	0	0				
297051														589	0	0	57	0	0	0	0	15	517	0	0	0	0				
297257														2123	0	1932	0	0	1158	0	0	119	72	0	0	0	0	BONUS RESERVE			
297631														627		543	0		152	171		7	77	0	207			Vantiv ATM Settlement Account	Other Liabilities		
297761														2910	0	2627	0	0	0	0	0	78	193	12	1380	0	905	0			
298049														236	0	1	0	0	0	0	0	77	158	0	0	0	0				
298218														5487	0	0	0	0	0	0	0	3	5484	0	0	0	0				
298245														1301		1118	0		125			86	97	0		983		Deferred loans fees			
299868														10534	0	10304	0	0	0	0	0	26	203	1	9800	0	0				
300009														15036	0	2802	0	0	750	0	0	46	12188	0	2014	38	0	A/P - Retiree Group			
300063														2914	0	85	0	0	0	0	0	388	2368	73	0	0	0				
300157														88	0	0	6	0	0	0	0	29	53	0	0	0	0				
300353														2252	0	1541	0	13	0	0	0	42	669	0	1474	0	0				
300456														33	0	20	0	0	0	0	0	13	0	0	0	0	0				
300933														3168		912	0		326			13	2243	0	500			ATM Network Settlement			
300942														1330	0	1001	0	0	0	0	0	206	123	0	585	0	0				
300960														6297	0	2874	0	0	0	0	0	16	2711	696	0	0	2874				
301574														6207	0	5052	0	0	0	0	0	1	1154	0	4599	0	0				
301800														6881		4525	0	611				7	2328	21	1107						
302030														136	0	5	0	0	0	0	0	6	125	0	0	0	0				
302133														116	0	0	73	0	0	0	0	8	35	0	0	0	0				
302553														623	0	451	56	0	0	0	0	95	21	0	443	0	0				
302656														11943	0	1958	825	0	0	0	0	515	8645	0	413	784	0				
303653														135	0	41	0	0	41	0	0	18	76	0	0	0	0	ATM Suspense			
303701														3292	0	3277	0	0	0	0	0	10	5	0	2212	0	0				
303747														203	0	0	0	0	0	0	0	27	171	5	0	0	0				
303952														2217	0	1693	416	0	0	0	0	108	0	0	1236	0	0	Insurance Reserves			
304173														6719	0	2284	1283	599	301	1163	0	23	3129	0	0	0	0	Unearned profit OREO	Lease Liability		
304520														2376	0	1971	0	0	0	0	0	14	271	120	1971	0	0				
304575														342	0	242	0	0	0	0	0	0	100	0	0	0	218				
304762														547	0	541	0	0	0	0	0	5	1	0	521	0	0				
304913														3383	0	2975	0	2468	0	0	0	1	407	0	0	0	0				
305059														495	303	303	0	0	0	0	0	5	187	0	0	0	0				
305077														1086	0	890	0	0	0	0	0	3	193	0	635	0	0				
305237														1981	0	1956	0	0	0	0	0	23	2	0	1379	0	0				
305442														1245	0	269	0	268	0	0	0	36	940	0	0	0	0				
306056														257	0	0	0	0	0	0	0	12	233	12	0	0	0				
306140														138	0	101	0	0	0	0	0	13	24	0	0	0	0				
306159														532		301	0					102	129	0	246			UNAMORTIZED LOAN FEES			
306337														2052	0	1168	0	0	693	0	0	124	760	0	474	0	0	IN HOUSE ESCROW			
306908														6100	0	5583	0	0	0	4531	0	25	491	1	0	0	0		Liability for SERP		
307062														628	0	524	0	0	379	138	0	25	0	79	0	0	0	Visa Check Card Settlement	Deferred Loan Fees		
307334														317	0	113	0	0	0	0	0	105	99	0	0	0	0				
307361														2846	1470	1574	76	0	0	0	0	79	1117	0	0	0	0				
307679														9539		6230	717		3847			45	2344	203				Pension Benefits			
307932														806	0	790	0	0	751	0	0	14	2	0	0	0	0	ASCL BOLI			
308256														94	0	5	0	0	0	0	0	11	78	0	0	0	0				
308340														1392	0	33	0	0	0	0	0	123	1236	0	0	0	0				
308836														172	0	6	0	0	0	0	0	13	153	0	0	0	0				
309150														363	0	255	0	0	0	0	0	31	77	0	255	0	0				
309655														3186	0	1127	0	157	592	0	0	143	1916	0	0	0	0	RESERVE FOR OTHER LOSSES			
309851														41	0	0	0	0	0	0	0	24	17	0	0	0	0				
310754														427	0	41	0	0	0	0	0	49	337	0	0	0	0				
310950														84	0	70	0	0	0	0	0	8	6	0	0	0	0				
310978														26058		4735	0					135	21188	0		1578					
